,,,,, Esperado ,,,"49,234",,,,,,359,,,,,,,,
,TEC21,1,,, Identificado ,"48,825",,"48,005","49,637",52,"1,382","1,663","1,618","49,184",,,,,,,,
,TERM,202511,,,,,,,,,,,,0.70%,,,Programa,Campus,sem avance,,,
,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,HistÛrico,HistÛrico,HistÛrico,C·lculo,C·lculo,C·lculo,C·lculo,C·lculo,,,NEG,Monterrey,4,ad23,8,
CAMPUS_INSCRIPCION,CAMPUS_INSCRIPCION,ENTRADA_TERM,PROGRAMATERM, SEMESTRE_AVANCE_GENERACION ,GENERACION, Sum of TOTAL_AGRUPACION , TERM 202313 por sem avance , TERM 202411 por sem avance , TERM 202413 , Programa en InglÈs sin BGB , Var AA , VAR ACTUAL , Ajuste , MT Ajustada ,,,NEG,Monterrey,5,fj24,3,-63%
Monterrey,Monterrey,IIT,IMD,12,201913,4,1,1,15,0,0%,-75%,-75%,4, -   ,,,,,,,
Monterrey,Monterrey,IIT,IID,4,202313,80,8,46,3,0,475%,2564%,2564%,80, -   ,,,,,,,
Monterrey,Monterrey,IIT,IID,5,202311,2,1,1,2,0,0%,2%,2%,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IID,6,202213,72,51,49,48,0,-4%,51%,-4%,46,26,,,,,,,
Monterrey,Monterrey,IIT,IID,7,202211,2,3,3,1,0,0%,81%,0%,1,1,,,,,,,
Monterrey,Monterrey,IIT,IID,8,202113,65,75,77,48,0,3%,36%,3%,49,16,,,,,,,
Monterrey,Monterrey,IIT,IID,9,202111,3,2,2,3,0,0%,-13%,-13%,3, -   ,,,,,,,
Monterrey,Monterrey,IIT,IID,10,202013,15,49,17,25,0,-65%,-39%,-39%,15, -   ,,,,,,,
Monterrey,Monterrey,IIT,IID,12,201713,1,3,0,0,0,-100%,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IID,12,201813,1,3,0,0,0,-100%,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IID,12,201913,3,3,2,7,0,-33%,-55%,-55%,3, -   ,,,,,,,
Monterrey,Monterrey,IIT,BIE,2,202413, -   , -   ,0,0,1,,,, -   , -   ,,,,,,,
Monterrey,Monterrey,IIT,BIE,3,202411,0, -   ,0,0,1,,,,0, -   ,,,,,,,
Monterrey,Monterrey,IIT,BIE,4,202313,45, -   ,67,43,1,,4%,4%,45, -   ,,,,,,,
Monterrey,Monterrey,IIT,BIE,5,202311,1, -   ,0,1,1,,46%,46%,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,BIE,6,202213,43, -   ,0,70,1,,-39%,-39%,70,-27,,,,,,,
Monterrey,Monterrey,IIT,BME,2,202413, -   , -   ,1,0,1,,,, -   , -   ,,,,,,,
Monterrey,Monterrey,IIT,BME,3,202411,1, -   ,1,0,1,,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,BME,4,202313,36, -   ,53,51,1,,-29%,-29%,51,-15,,,,,,,
Monterrey,Monterrey,IIT,BME,5,202311,1, -   ,0,0,1,,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,BME,6,202213,34, -   ,0,54,1,,-37%,-37%,54,-20,,,,,,,
Monterrey,Monterrey,IIT,IE,3,202411,0, -   ,0,0,0,,,,0, -   ,,,,,,,
Monterrey,Monterrey,IIT,IE,4,202313,24,1,20,1,0,1900%,2277%,2277%,24, -   ,,,,,,,
Monterrey,Monterrey,IIT,IE,5,202311,0,1,0,0,0,-100%,,,0, -   ,,,,,,,
Monterrey,Monterrey,IIT,IE,6,202213,21,16,16,19,0,0%,12%,0%,19,2,,,,,,,
Monterrey,Monterrey,IIT,IE,8,202113,17,22,21,13,0,-5%,33%,-5%,12,5,,,,,,,
Monterrey,Monterrey,IIT,IE,10,202013,2,3,3,5,0,0%,-58%,-58%,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IE,12,201813,1,2,0,0,0,-100%,,,1, -   ,,,,,,,
