PROGRAMA_ENTRADA_PIN,CAMPUS_PIN,TEC21_PIN,TOTAL_INICIAL,SEMESTRE_AVANCE_GENERACION,CAMPUS_INDICADOR,CAMPUS_INSCRIPCION,PROGRAMATERM,TRANSFERENCIA,TRANSFERENCIA_TEMPORAL,ES_CLINICA,TOTAL_AGRUPACION,GENERACION,TERM,PERFIL
ICI,Hidalgo,1,0.0,1,Hidalgo,Hidalgo,ICI,false,false,false,0.0,202911,202911,NO TEC A+
IIT,Tampico,1,0.0,1,Tampico,Tampico,IIT,false,false,false,0.0,202911,202911,NO TEC A+
ICI,Morelia,1,0.0,1,Morelia,Morelia,ICI,false,false,false,0.0,202911,202911,TEC A
NEG,Sinaloa,1,0.0,1,Sinaloa,Sinaloa,NEG,false,false,false,0.0,202911,202911,TEC A
ICT,Cuernavaca,1,0.0,1,Cuernavaca,Cuernavaca,ICT,false,false,false,0.0,202911,202911,NO TEC A
ICI,Santa Fe,1,0.18181818181818182,1,Santa Fe,Santa Fe,ICI,false,false,false,0.18181818181818182,202911,202911,NO TEC A
NEG,Ciudad Obregón,1,0.0,1,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,0.0,202911,202911,TEC D
CIS,Puebla,1,0.36363636363636365,1,Puebla,Puebla,CIS,false,false,false,0.36363636363636365,202911,202911,TEC D
ICI,Cuernavaca,1,0.0,1,Cuernavaca,Cuernavaca,ICI,false,false,false,0.0,202911,202911,NO TEC D
ICT,Aguascalientes,1,0.0,1,Aguascalientes,Aguascalientes,ICT,false,false,false,0.0,202911,202911,NA
ICI,Santa Fe,1,0.18181818181818182,1,Santa Fe,Santa Fe,ICI,false,false,false,0.18181818181818182,202911,202911,NA
NEG,Aguascalientes,1,0.0,1,Aguascalientes,Aguascalientes,NEG,false,false,false,0.0,202911,202911,NO TEC A+
SLD,Chihuahua,1,0.0,1,Chihuahua,Chihuahua,SLD,false,false,false,0.0,202911,202911,NO TEC A
NEG,Cuernavaca,1,0.0,1,Cuernavaca,Cuernavaca,NEG,false,false,false,0.0,202911,202911,NO TEC A
ICT,León,1,0.0,1,León,León,ICT,false,false,false,0.0,202911,202911,NO TEC B
NEG,Sonora Norte,1,0.0,1,Sonora Norte,Sonora Norte,NEG,false,false,false,0.0,202911,202911,NO TEC B
ICT,Ciudad Obregón,1,0.0,1,Ciudad Obregón,Ciudad Obregón,ICT,false,false,false,0.0,202911,202911,TEC D
NEG,Morelia,1,0.0,1,Morelia,Morelia,NEG,false,false,false,0.0,202911,202911,TEC D
ICI,Ciudad Obregón,1,0.0,1,Ciudad Obregón,Ciudad Obregón,ICI,false,false,false,0.0,202911,202911,NO TEC D
IIT,Ciudad Obregón,1,0.0,1,Ciudad Obregón,Ciudad Obregón,IIT,false,false,false,0.0,202911,202911,NO TEC D
ICI,Querétaro,1,0.0,1,Querétaro,Querétaro,ICI,false,false,false,0.0,202911,202911,NA
IBQ,Morelia,1,0.0,1,Morelia,Morelia,IBQ,false,false,false,0.0,202911,202911,TEC A+
ICT,Hidalgo,1,0.0,1,Hidalgo,Hidalgo,ICT,false,false,false,0.0,202911,202911,TEC B
SLD,Chihuahua,1,0.0,1,Chihuahua,Chihuahua,SLD,false,false,false,0.0,202911,202911,NO TEC B
IIT,Guadalajara,1,0.18181818181818182,1,Guadalajara,Guadalajara,IIT,false,false,false,0.18181818181818182,202911,202911,NO TEC B
ICT,Aguascalientes,1,0.0,1,Aguascalientes,Aguascalientes,ICT,false,false,false,0.0,202911,202911,TEC C
IIT,Tampico,1,0.0,1,Tampico,Tampico,IIT,false,false,false,0.0,202911,202911,TEC C
CIS,Santa Fe,1,0.5454545454545454,1,Santa Fe,Santa Fe,CIS,false,false,false,0.5454545454545454,202911,202911,TEC D
ICT,Estado de México,1,0.18181818181818182,1,Estado de México,Estado de México,ICT,false,false,false,0.18181818181818182,202911,202911,NO TEC D
SLD,Chihuahua,1,0.0,1,Chihuahua,Chihuahua,SLD,false,false,false,0.0,202911,202911,TEC A+
CIS,Sonora Norte,1,0.0,1,Sonora Norte,Sonora Norte,CIS,false,false,false,0.0,202911,202911,NO TEC A
CIS,Puebla,1,0.36363636363636365,1,Puebla,Puebla,CIS,false,false,false,0.36363636363636365,202911,202911,NO TEC B
SLD,Monterrey,1,0.0,1,Monterrey,Monterrey,SLD,false,false,false,0.0,202911,202911,TEC C
CIS,Guadalajara,1,0.2727272727272727,1,Guadalajara,Guadalajara,CIS,false,false,false,0.2727272727272727,202911,202911,NO TEC C
AMC,Ciudad de México,1,0.09090909090909091,1,Ciudad de México,Ciudad de México,AMC,false,false,false,0.09090909090909091,202911,202911,TEC D
ICI,Estado de México,1,0.0,1,Estado de México,Estado de México,ICI,false,false,false,0.0,202911,202911,NO TEC A+
SLD,Guadalajara,1,0.0,1,Guadalajara,Guadalajara,SLD,false,false,false,0.0,202911,202911,NO TEC A
AMC,Santa Fe,1,0.0,1,Santa Fe,Santa Fe,AMC,false,false,false,0.0,202911,202911,NO TEC A
NEG,Santa Fe,1,2.727272727272727,1,Santa Fe,Santa Fe,NEG,false,false,false,2.727272727272727,202911,202911,NO TEC C
IIT,Morelia,1,0.0,1,Morelia,Morelia,IIT,false,false,false,0.0,202911,202911,TEC D
ICT,Sonora Norte,1,0.0,1,Sonora Norte,Sonora Norte,ICT,false,false,false,0.0,202911,202911,NA
ICI,Morelia,1,0.0,1,Morelia,Morelia,ICI,false,false,false,0.0,202911,202911,TEC A+
ICI,Guadalajara,1,0.09090909090909091,1,Guadalajara,Guadalajara,ICI,false,false,false,0.09090909090909091,202911,202911,TEC B
IIT,Monterrey,1,2.4545454545454546,1,Monterrey,Monterrey,IIT,false,false,false,2.4545454545454546,202911,202911,NO TEC B
