PROGRAMA_ENTRADA_PIN,CAMPUS_PIN,TEC21_PIN,TOTAL_INICIAL,SEMESTRE_AVANCE_GENERACION,CAMPUS_INDICADOR,CAMPUS_INSCRIPCION,PROGRAMATERM,TRANSFERENCIA,TRANSFERENCIA_TEMPORAL,ES_CLINICA,TOTAL_AGRUPACION,GENERACION,TERM,PERFIL
ESC,Sinaloa,1,2.0,7,Sinaloa,Sinaloa,ESC,false,false,false,2.0,202013,202313,NO TEC A
NEG,San Luis Potosí,1,2.0,7,San Luis Potosí,San Luis Potosí,NEG,false,false,false,2.0,202013,202313,NO TEC C
IIT,Toluca,1,43.0,7,Toluca,Toluca,IIT,false,false,false,43.0,202013,202313,TEC A+
IIT,Ciudad Obregón,1,2.0,7,Ciudad Obregón,Ciudad Obregón,IIT,false,false,false,2.0,202013,202313,TEC A+
ICI,Cuernavaca,1,1.0,7,Cuernavaca,Cuernavaca,ICI,false,false,false,1.0,202013,202313,TEC A
NEG,Monterrey,1,55.0,7,Monterrey,Monterrey,NEG,false,false,false,55.0,202013,202313,TEC B
AMC,Guadalajara,1,22.0,7,Guadalajara,Guadalajara,AMC,false,false,false,22.0,202013,202313,NO TEC A+
IIT,Estado de México,1,50.0,7,Estado de México,Estado de México,IIT,false,false,false,50.0,202013,202313,TEC A
NEG,Cuernavaca,1,13.0,7,Cuernavaca,Cuernavaca,NEG,false,false,false,13.0,202013,202313,TEC A
ESC,Chihuahua,1,8.0,7,Chihuahua,Chihuahua,ESC,false,false,false,8.0,202013,202313,NO TEC A
NEG,Laguna,1,28.0,7,Laguna,Laguna,NEG,false,false,false,28.0,202013,202313,NO TEC A
ESC,Santa Fe,1,9.0,7,Santa Fe,Santa Fe,ESC,false,false,false,9.0,202013,202313,TEC A+
CIS,Chihuahua,1,6.0,7,Chihuahua,Chihuahua,CIS,false,false,false,6.0,202013,202313,TEC A+
ICT,Central de Veracruz,1,2.0,7,Central de Veracruz,Central de Veracruz,ICT,false,false,false,2.0,202013,202313,NO TEC A+
NEG,Santa Fe,1,91.0,7,Santa Fe,Santa Fe,NEG,false,false,false,91.0,202013,202313,NO TEC A
ICI,Querétaro,1,6.0,7,Querétaro,Querétaro,ICI,false,false,false,6.0,202013,202313,TEC A+
IBQ,Aguascalientes,1,2.0,7,Aguascalientes,Aguascalientes,IBQ,false,false,false,2.0,202013,202313,TEC A
ESC,Ciudad de México,1,2.0,7,Ciudad de México,Ciudad de México,ESC,false,false,false,2.0,202013,202313,TEC C
IBQ,Guadalajara,1,2.0,7,Guadalajara,Guadalajara,IBQ,false,false,false,2.0,202013,202313,TEC B
ESC,Guadalajara,1,37.0,7,Guadalajara,Guadalajara,ESC,false,false,false,37.0,202013,202313,NO TEC A+
ICT,Guadalajara,1,13.0,7,Guadalajara,Guadalajara,ICT,false,false,false,13.0,202013,202313,TEC A
AMC,Estado de México,1,2.0,7,Estado de México,Estado de México,AMC,false,false,false,2.0,202013,202313,TEC B
IBQ,Toluca,1,17.0,7,Toluca,Toluca,IBQ,false,false,false,17.0,202013,202313,NO TEC A
CIS,Toluca,1,1.0,7,Toluca,Toluca,CIS,false,false,false,1.0,202013,202313,NO TEC B
IBQ,Santa Fe,1,10.0,7,Santa Fe,Santa Fe,IBQ,false,false,false,10.0,202013,202313,TEC A+
ESC,Chiapas,1,1.0,7,Chiapas,Chiapas,ESC,false,false,false,1.0,202013,202313,TEC A+
IIT,Cuernavaca,1,17.0,7,Cuernavaca,Cuernavaca,IIT,false,false,false,17.0,202013,202313,NO TEC A+
IBQ,Ciudad de México,1,16.0,7,Ciudad de México,Ciudad de México,IBQ,false,false,false,16.0,202013,202313,NO TEC A
ICI,Zacatecas,1,1.0,7,Zacatecas,Zacatecas,ICI,false,false,false,1.0,202013,202313,NO TEC A+
ESC,León,1,2.0,7,León,León,ESC,false,false,false,2.0,202013,202313,TEC B
ICT,Sonora Norte,1,3.0,7,Sonora Norte,Sonora Norte,ICT,false,false,false,3.0,202013,202313,NO TEC A
NEG,Estado de México,1,107.0,7,Estado de México,Estado de México,NEG,false,false,false,107.0,202013,202313,TEC A
IBQ,San Luis Potosí,1,1.0,7,San Luis Potosí,San Luis Potosí,IBQ,false,false,false,1.0,202013,202313,TEC A
CIS,Puebla,1,6.0,7,Puebla,Puebla,CIS,false,false,false,6.0,202013,202313,TEC A+
CIS,Monterrey,1,3.0,7,Monterrey,Monterrey,CIS,false,false,false,3.0,202013,202313,TEC C
NEG,Monterrey,1,21.0,7,Monterrey,Monterrey,NEG,false,false,false,21.0,202013,202313,NO TEC B
NEG,Saltillo,1,2.0,7,Saltillo,Saltillo,NEG,false,false,false,2.0,202013,202313,TEC B
IIT,Monterrey,1,18.0,7,Monterrey,Monterrey,IIT,false,false,false,18.0,202013,202313,TEC B
IIT,Ciudad de México,1,35.0,7,Ciudad de México,Ciudad de México,IIT,false,false,false,35.0,202013,202313,NO TEC A+
IIT,Hidalgo,1,11.0,7,Hidalgo,Hidalgo,IIT,false,false,false,11.0,202013,202313,NO TEC A
ICT,Saltillo,1,2.0,7,Saltillo,Saltillo,ICT,false,false,false,2.0,202013,202313,NO TEC A+
ICT,Estado de México,1,7.0,7,Estado de México,Estado de México,ICT,false,false,false,7.0,202013,202313,NO TEC A
IIT,Hidalgo,1,2.0,7,Hidalgo,Hidalgo,IIT,false,false,false,2.0,202013,202313,NO TEC B
IBQ,Monterrey,1,41.0,7,Monterrey,Monterrey,IBQ,false,false,false,41.0,202013,202313,NO TEC A
NEG,Guadalajara,1,14.0,7,Guadalajara,Guadalajara,NEG,false,false,false,14.0,202013,202313,TEC A+
NEG,Cuernavaca,1,2.0,7,Cuernavaca,Cuernavaca,NEG,false,false,false,2.0,202013,202313,TEC B
ESC,Sonora Norte,1,11.0,7,Sonora Norte,Sonora Norte,ESC,false,false,false,11.0,202013,202313,NO TEC A
IBQ,Monterrey,1,77.0,7,Monterrey,Monterrey,IBQ,false,false,false,77.0,202013,202313,TEC A+
CIS,Santa Fe,1,7.0,7,Santa Fe,Santa Fe,CIS,false,false,false,7.0,202013,202313,NO TEC A+
ICT,Morelia,1,1.0,7,Morelia,Morelia,ICT,false,false,false,1.0,202013,202313,NO TEC A
IIT,Zacatecas,1,1.0,7,Zacatecas,Zacatecas,IIT,false,false,false,1.0,202013,202313,NO TEC A
ESC,Morelia,1,1.0,7,Morelia,Morelia,ESC,false,false,false,1.0,202013,202313,TEC A+
ESC,Ciudad de México,1,19.0,7,Ciudad de México,Ciudad de México,ESC,false,false,false,19.0,202013,202313,NO TEC A
IBQ,Guadalajara,1,9.0,7,Guadalajara,Guadalajara,IBQ,false,false,false,9.0,202013,202313,NO TEC A
CIS,Chihuahua,1,7.0,7,Chihuahua,Chihuahua,CIS,false,false,false,7.0,202013,202313,NO TEC A
AMC,Santa Fe,1,7.0,7,Santa Fe,Santa Fe,AMC,false,false,false,7.0,202013,202313,TEC A
CIS,Santa Fe,1,26.0,7,Santa Fe,Santa Fe,CIS,false,false,false,26.0,202013,202313,TEC A
IIT,Aguascalientes,1,2.0,7,Aguascalientes,Aguascalientes,IIT,false,false,false,2.0,202013,202313,TEC B
ESC,Guadalajara,1,7.0,7,Guadalajara,Guadalajara,ESC,false,false,false,7.0,202013,202313,TEC B
CIS,Hidalgo,1,1.0,7,Hidalgo,Hidalgo,CIS,false,false,false,1.0,202013,202313,NO TEC A+
NEG,Monterrey,1,221.0,7,Monterrey,Monterrey,NEG,false,false,false,221.0,202013,202313,NO TEC A
ICT,Puebla,1,15.0,7,Puebla,Puebla,ICT,false,false,false,15.0,202013,202313,NO TEC A+
ICI,Saltillo,1,2.0,7,Saltillo,Saltillo,ICI,false,false,false,2.0,202013,202313,TEC A
IBQ,Central de Veracruz,1,1.0,7,Central de Veracruz,Central de Veracruz,IBQ,false,false,false,1.0,202013,202313,TEC A+
ICI,Cuernavaca,1,1.0,7,Cuernavaca,Cuernavaca,ICI,false,false,false,1.0,202013,202313,NO TEC A
IBQ,Ciudad de México,1,2.0,7,Ciudad de México,Ciudad de México,IBQ,false,false,false,2.0,202013,202313,TEC C
ICT,San Luis Potosí,1,4.0,7,San Luis Potosí,San Luis Potosí,ICT,false,false,false,4.0,202013,202313,NO TEC A+
IIT,Santa Fe,1,57.0,7,Santa Fe,Santa Fe,IIT,false,false,false,57.0,202013,202313,NO TEC A+
CIS,Monterrey,1,64.0,7,Monterrey,Monterrey,CIS,false,false,false,64.0,202013,202313,NO TEC A+
ICT,Tampico,1,5.0,7,Tampico,Tampico,ICT,false,false,false,5.0,202013,202313,TEC A+
CIS,Estado de México,1,1.0,7,Estado de México,Estado de México,CIS,false,false,false,1.0,202013,202313,NO TEC B
ICI,Irapuato,1,1.0,7,Irapuato,Irapuato,ICI,false,false,false,1.0,202013,202313,NO TEC A+
IIT,Querétaro,1,76.0,7,Querétaro,Querétaro,IIT,false,false,false,76.0,202013,202313,NO TEC A+
ESC,Guadalajara,1,30.0,7,Guadalajara,Guadalajara,ESC,false,false,false,30.0,202013,202313,TEC A
IIT,San Luis Potosí,1,12.0,7,San Luis Potosí,San Luis Potosí,IIT,false,false,false,12.0,202013,202313,TEC A+
ICT,Cuernavaca,1,2.0,7,Cuernavaca,Cuernavaca,ICT,false,false,false,2.0,202013,202313,TEC A
AMC,Querétaro,1,11.0,7,Querétaro,Querétaro,AMC,false,false,false,11.0,202013,202313,TEC A
ESC,Estado de México,1,38.0,7,Estado de México,Estado de México,ESC,false,false,false,38.0,202013,202313,TEC A
ICI,Ciudad de México,1,3.0,7,Ciudad de México,Ciudad de México,ICI,false,false,false,3.0,202013,202313,NO TEC A
ESC,Morelia,1,8.0,7,Morelia,Morelia,ESC,false,false,false,8.0,202013,202313,NO TEC A+
IBQ,Querétaro,1,29.0,7,Querétaro,Querétaro,IBQ,false,false,false,29.0,202013,202313,TEC A+
NEG,Aguascalientes,1,6.0,7,Aguascalientes,Aguascalientes,NEG,false,false,false,6.0,202013,202313,TEC A+
ESC,León,1,1.0,7,León,León,ESC,false,false,false,1.0,202013,202313,TEC A+
CIS,Monterrey,1,90.0,7,Monterrey,Monterrey,CIS,false,false,false,90.0,202013,202313,TEC A
ESC,Puebla,1,4.0,7,Puebla,Puebla,ESC,false,false,false,4.0,202013,202313,TEC B
ICT,Toluca,1,7.0,7,Toluca,Toluca,ICT,false,false,false,7.0,202013,202313,NO TEC A+
ICT,Laguna,1,3.0,7,Laguna,Laguna,ICT,false,false,false,3.0,202013,202313,TEC A+
IIT,Toluca,1,25.0,7,Toluca,Toluca,IIT,false,false,false,25.0,202013,202313,NO TEC A
ESC,Ciudad de México,1,32.0,7,Ciudad de México,Ciudad de México,ESC,false,false,false,32.0,202013,202313,NO TEC A+
IBQ,Santa Fe,1,12.0,7,Santa Fe,Santa Fe,IBQ,false,false,false,12.0,202013,202313,NO TEC A+
IBQ,Chihuahua,1,5.0,7,Chihuahua,Chihuahua,IBQ,false,false,false,5.0,202013,202313,NO TEC A
ICT,Ciudad de México,1,15.0,7,Ciudad de México,Ciudad de México,ICT,false,false,false,15.0,202013,202313,TEC A
CIS,Toluca,1,4.0,7,Toluca,Toluca,CIS,false,false,false,4.0,202013,202313,NO TEC A+
NEG,Chiapas,1,6.0,7,Chiapas,Chiapas,NEG,false,false,false,6.0,202013,202313,TEC A
IIT,Cuernavaca,1,12.0,7,Cuernavaca,Cuernavaca,IIT,false,false,false,12.0,202013,202313,NO TEC A
NEG,Cuernavaca,1,1.0,7,Cuernavaca,Cuernavaca,NEG,false,false,false,1.0,202013,202313,NO TEC B
AMC,Guadalajara,1,8.0,7,Guadalajara,Guadalajara,AMC,false,false,false,8.0,202013,202313,TEC A+
ICI,Guadalajara,1,11.0,7,Guadalajara,Guadalajara,ICI,false,false,false,11.0,202013,202313,NO TEC A+
NEG,Ciudad Juárez,1,1.0,7,Ciudad Juárez,Ciudad Juárez,NEG,false,false,false,1.0,202013,202313,NO TEC A
IIT,Saltillo,1,19.0,7,Saltillo,Saltillo,IIT,false,false,false,19.0,202013,202313,NO TEC A
ICT,Tampico,1,4.0,7,Tampico,Tampico,ICT,false,false,false,4.0,202013,202313,NO TEC A+
CIS,Monterrey,1,5.0,7,Monterrey,Monterrey,CIS,false,false,false,5.0,202013,202313,NO TEC B
ICT,Toluca,1,8.0,7,Toluca,Toluca,ICT,false,false,false,8.0,202013,202313,TEC A
IBQ,Santa Fe,1,10.0,7,Santa Fe,Santa Fe,IBQ,false,false,false,10.0,202013,202313,TEC A
IBQ,Hidalgo,1,4.0,7,Hidalgo,Hidalgo,IBQ,false,false,false,4.0,202013,202313,NO TEC A+
ESC,Chiapas,1,2.0,7,Chiapas,Chiapas,ESC,false,false,false,2.0,202013,202313,TEC B
ESC,Santa Fe,1,1.0,7,Santa Fe,Santa Fe,ESC,false,false,false,1.0,202013,202313,TEC C
NEG,Monterrey,1,81.0,7,Monterrey,Monterrey,NEG,false,false,false,81.0,202013,202313,TEC A+
AMC,Estado de México,1,1.0,7,Estado de México,Estado de México,AMC,false,false,false,1.0,202013,202313,NO TEC B
ESC,Guadalajara,1,10.0,7,Guadalajara,Guadalajara,ESC,false,false,false,10.0,202013,202313,TEC A+
NEG,Saltillo,1,3.0,7,Saltillo,Saltillo,NEG,false,false,false,3.0,202013,202313,NO TEC B
IBQ,Hidalgo,1,4.0,7,Hidalgo,Hidalgo,IBQ,false,false,false,4.0,202013,202313,NO TEC A
ESC,Cuernavaca,1,4.0,7,Cuernavaca,Cuernavaca,ESC,false,false,false,4.0,202013,202313,NO TEC A+
IBQ,Chihuahua,1,10.0,7,Chihuahua,Chihuahua,IBQ,false,false,false,10.0,202013,202313,NO TEC A+
NEG,Tampico,1,1.0,7,Tampico,Tampico,NEG,false,false,false,1.0,202013,202313,NO TEC B
CIS,Puebla,1,2.0,7,Puebla,Puebla,CIS,false,false,false,2.0,202013,202313,TEC C
NEG,Ciudad Juárez,1,2.0,7,Ciudad Juárez,Ciudad Juárez,NEG,false,false,false,2.0,202013,202313,NO TEC B
NEG,Santa Fe,1,1.0,7,Santa Fe,Santa Fe,NEG,false,false,false,1.0,202013,202313,NA
CIS,Estado de México,1,2.0,7,Estado de México,Estado de México,CIS,false,false,false,2.0,202013,202313,TEC B
IBQ,Ciudad de México,1,31.0,7,Ciudad de México,Ciudad de México,IBQ,false,false,false,31.0,202013,202313,TEC A+
NEG,Ciudad de México,1,13.0,7,Ciudad de México,Ciudad de México,NEG,false,false,false,13.0,202013,202313,NO TEC B
ICT,Estado de México,1,3.0,7,Estado de México,Estado de México,ICT,false,false,false,3.0,202013,202313,TEC B
NEG,Estado de México,1,1.0,7,Estado de México,Estado de México,NEG,false,false,false,1.0,202013,202313,NO TEC C
IBQ,Querétaro,1,22.0,7,Querétaro,Querétaro,IBQ,false,false,false,22.0,202013,202313,TEC A
ICI,Hidalgo,1,1.0,7,Hidalgo,Hidalgo,ICI,false,false,false,1.0,202013,202313,NO TEC A
IIT,Chihuahua,1,12.0,7,Chihuahua,Chihuahua,IIT,false,false,false,12.0,202013,202313,TEC A
IIT,Hidalgo,1,6.0,7,Hidalgo,Hidalgo,IIT,false,false,false,6.0,202013,202313,NO TEC A+
IIT,León,1,4.0,7,León,León,IIT,false,false,false,4.0,202013,202313,TEC B
NEG,Ciudad Obregón,1,3.0,7,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,3.0,202013,202313,NO TEC A+
NEG,Estado de México,1,13.0,7,Estado de México,Estado de México,NEG,false,false,false,13.0,202013,202313,TEC B
NEG,Querétaro,1,13.0,7,Querétaro,Querétaro,NEG,false,false,false,13.0,202013,202313,TEC A+
ICT,Toluca,1,6.0,7,Toluca,Toluca,ICT,false,false,false,6.0,202013,202313,NO TEC A
NEG,Estado de México,1,52.0,7,Estado de México,Estado de México,NEG,false,false,false,52.0,202013,202313,NO TEC A+
ICI,Puebla,1,11.0,7,Puebla,Puebla,ICI,false,false,false,11.0,202013,202313,NO TEC A+
NEG,Morelia,1,11.0,7,Morelia,Morelia,NEG,false,false,false,11.0,202013,202313,TEC A
IIT,Ciudad Juárez,1,1.0,7,Ciudad Juárez,Ciudad Juárez,IIT,false,false,false,1.0,202013,202313,NO TEC A+
IBQ,Hidalgo,1,3.0,7,Hidalgo,Hidalgo,IBQ,false,false,false,3.0,202013,202313,TEC A
IIT,Ciudad de México,1,26.0,7,Ciudad de México,Ciudad de México,IIT,false,false,false,26.0,202013,202313,TEC A+
NEG,Hidalgo,1,21.0,7,Hidalgo,Hidalgo,NEG,false,false,false,21.0,202013,202313,TEC A
ICT,Santa Fe,1,3.0,7,Santa Fe,Santa Fe,ICT,false,false,false,3.0,202013,202313,TEC B
IBQ,Santa Fe,1,10.0,7,Santa Fe,Santa Fe,IBQ,false,false,false,10.0,202013,202313,NO TEC A
ICT,Cuernavaca,1,7.0,7,Cuernavaca,Cuernavaca,ICT,false,false,false,7.0,202013,202313,NO TEC A+
ESC,Puebla,1,22.0,7,Puebla,Puebla,ESC,false,false,false,22.0,202013,202313,NO TEC A
ICI,Sinaloa,1,5.0,7,Sinaloa,Sinaloa,ICI,false,false,false,5.0,202013,202313,NO TEC A+
ICT,Chihuahua,1,3.0,7,Chihuahua,Chihuahua,ICT,false,false,false,3.0,202013,202313,TEC A
IIT,Toluca,1,36.0,7,Toluca,Toluca,IIT,false,false,false,36.0,202013,202313,TEC A
NEG,Morelia,1,8.0,7,Morelia,Morelia,NEG,false,false,false,8.0,202013,202313,NO TEC A
IBQ,Sinaloa,1,6.0,7,Sinaloa,Sinaloa,IBQ,false,false,false,6.0,202013,202313,TEC A+
IIT,San Luis Potosí,1,7.0,7,San Luis Potosí,San Luis Potosí,IIT,false,false,false,7.0,202013,202313,NO TEC A
IBQ,Cuernavaca,1,5.0,7,Cuernavaca,Cuernavaca,IBQ,false,false,false,5.0,202013,202313,TEC A+
NEG,San Luis Potosí,1,1.0,7,San Luis Potosí,San Luis Potosí,NEG,false,false,false,1.0,202013,202313,TEC C
IIT,Ciudad Juárez,1,4.0,7,Ciudad Juárez,Ciudad Juárez,IIT,false,false,false,4.0,202013,202313,TEC A
NEG,Aguascalientes,1,13.0,7,Aguascalientes,Aguascalientes,NEG,false,false,false,13.0,202013,202313,TEC A
IIT,Monterrey,1,110.0,7,Monterrey,Monterrey,IIT,false,false,false,110.0,202013,202313,TEC A+
IBQ,Estado de México,1,26.0,7,Estado de México,Estado de México,IBQ,false,false,false,26.0,202013,202313,TEC A+
IIT,Sinaloa,1,22.0,7,Sinaloa,Sinaloa,IIT,false,false,false,22.0,202013,202313,TEC A+
ICI,San Luis Potosí,1,3.0,7,San Luis Potosí,San Luis Potosí,ICI,false,false,false,3.0,202013,202313,NO TEC A+
ESC,Cuernavaca,1,2.0,7,Cuernavaca,Cuernavaca,ESC,false,false,false,2.0,202013,202313,TEC A+
ICT,Puebla,1,1.0,7,Puebla,Puebla,ICT,false,false,false,1.0,202013,202313,NO TEC B
NEG,Querétaro,1,49.0,7,Querétaro,Querétaro,NEG,false,false,false,49.0,202013,202313,TEC A
NEG,Laguna,1,17.0,7,Laguna,Laguna,NEG,false,false,false,17.0,202013,202313,TEC A
IBQ,Aguascalientes,1,1.0,7,Aguascalientes,Aguascalientes,IBQ,false,false,false,1.0,202013,202313,NO TEC A
ICI,Toluca,1,5.0,7,Toluca,Toluca,ICI,false,false,false,5.0,202013,202313,NO TEC A+
ICT,Monterrey,1,66.0,7,Monterrey,Monterrey,ICT,false,false,false,66.0,202013,202313,NO TEC A+
NEG,Saltillo,1,6.0,7,Saltillo,Saltillo,NEG,false,false,false,6.0,202013,202313,NO TEC A+
IIT,Guadalajara,1,40.0,7,Guadalajara,Guadalajara,IIT,false,false,false,40.0,202013,202313,NO TEC A
NEG,San Luis Potosí,1,6.0,7,San Luis Potosí,San Luis Potosí,NEG,false,false,false,6.0,202013,202313,TEC A+
AMC,Monterrey,1,4.0,7,Monterrey,Monterrey,AMC,false,false,false,4.0,202013,202313,NO TEC B
IIT,Saltillo,1,1.0,7,Saltillo,Saltillo,IIT,false,false,false,1.0,202013,202313,TEC B
ICI,Chihuahua,1,1.0,7,Chihuahua,Chihuahua,ICI,false,false,false,1.0,202013,202313,TEC A
NEG,Irapuato,1,2.0,7,Irapuato,Irapuato,NEG,false,false,false,2.0,202013,202313,TEC A+
NEG,Querétaro,1,1.0,7,Querétaro,Querétaro,NEG,false,false,false,1.0,202013,202313,NO TEC C
ESC,Guadalajara,1,1.0,7,Guadalajara,Guadalajara,ESC,false,false,false,1.0,202013,202313,TEC C
IBQ,Monterrey,1,55.0,7,Monterrey,Monterrey,IBQ,false,false,false,55.0,202013,202313,TEC A
NEG,Laguna,1,5.0,7,Laguna,Laguna,NEG,false,false,false,5.0,202013,202313,NO TEC B
IBQ,San Luis Potosí,1,1.0,7,San Luis Potosí,San Luis Potosí,IBQ,false,false,false,1.0,202013,202313,TEC B
ESC,Sinaloa,1,3.0,7,Sinaloa,Sinaloa,ESC,false,false,false,3.0,202013,202313,TEC A
IBQ,Chihuahua,1,6.0,7,Chihuahua,Chihuahua,IBQ,false,false,false,6.0,202013,202313,TEC A+
ICI,Toluca,1,4.0,7,Toluca,Toluca,ICI,false,false,false,4.0,202013,202313,NO TEC A
ESC,Guadalajara,1,21.0,7,Guadalajara,Guadalajara,ESC,false,false,false,21.0,202013,202313,NO TEC A
NEG,León,1,4.0,7,León,León,NEG,false,false,false,4.0,202013,202313,TEC A+
CIS,Toluca,1,1.0,7,Toluca,Toluca,CIS,false,false,false,1.0,202013,202313,TEC B
ESC,Monterrey,1,1.0,7,Monterrey,Monterrey,ESC,false,false,false,1.0,202013,202313,NO TEC C
CIS,Sonora Norte,1,5.0,7,Sonora Norte,Sonora Norte,CIS,false,false,false,5.0,202013,202313,NO TEC A+
ESC,Sinaloa,1,4.0,7,Sinaloa,Sinaloa,ESC,false,false,false,4.0,202013,202313,NO TEC A+
IIT,Toluca,1,1.0,7,Toluca,Toluca,IIT,false,false,false,1.0,202013,202313,TEC B
ESC,Monterrey,1,33.0,7,Monterrey,Monterrey,ESC,false,false,false,33.0,202013,202313,TEC A+
NEG,Ciudad de México,1,32.0,7,Ciudad de México,Ciudad de México,NEG,false,false,false,32.0,202013,202313,NO TEC A+
NEG,Puebla,1,30.0,7,Puebla,Puebla,NEG,false,false,false,30.0,202013,202313,NO TEC A
ESC,Querétaro,1,3.0,7,Querétaro,Querétaro,ESC,false,false,false,3.0,202013,202313,NO TEC B
AMC,Puebla,1,5.0,7,Puebla,Puebla,AMC,false,false,false,5.0,202013,202313,NO TEC A
SLD,Monterrey,1,15.0,7,Monterrey,Monterrey,SLD,false,false,false,15.0,202013,202313,NO TEC A
CIS,Sonora Norte,1,5.0,7,Sonora Norte,Sonora Norte,CIS,false,false,false,5.0,202013,202313,TEC A+
ICT,Estado de México,1,18.0,7,Estado de México,Estado de México,ICT,false,false,false,18.0,202013,202313,TEC A
IIT,León,1,3.0,7,León,León,IIT,false,false,false,3.0,202013,202313,NO TEC B
IIT,Ciudad de México,1,1.0,7,Ciudad de México,Ciudad de México,IIT,false,false,false,1.0,202013,202313,NO TEC C
IIT,Sonora Norte,1,54.0,7,Sonora Norte,Sonora Norte,IIT,false,false,false,54.0,202013,202313,NO TEC A+
NEG,Monterrey,1,10.0,7,Monterrey,Monterrey,NEG,false,false,false,10.0,202013,202313,TEC C
ESC,Chiapas,1,2.0,7,Chiapas,Chiapas,ESC,false,false,false,2.0,202013,202313,NO TEC A
NEG,Ciudad de México,1,99.0,7,Ciudad de México,Ciudad de México,NEG,false,false,false,99.0,202013,202313,TEC A
NEG,Santa Fe,1,68.0,7,Santa Fe,Santa Fe,NEG,false,false,false,68.0,202013,202313,NO TEC A+
AMC,Puebla,1,6.0,7,Puebla,Puebla,AMC,false,false,false,6.0,202013,202313,TEC A
ICI,Estado de México,1,14.0,7,Estado de México,Estado de México,ICI,false,false,false,14.0,202013,202313,TEC A
CIS,Santa Fe,1,4.0,7,Santa Fe,Santa Fe,CIS,false,false,false,4.0,202013,202313,NO TEC B
ICI,Laguna,1,1.0,7,Laguna,Laguna,ICI,false,false,false,1.0,202013,202313,NO TEC A
NEG,Cuernavaca,1,14.0,7,Cuernavaca,Cuernavaca,NEG,false,false,false,14.0,202013,202313,NO TEC A+
NEG,Zacatecas,1,2.0,7,Zacatecas,Zacatecas,NEG,false,false,false,2.0,202013,202313,NO TEC A
IIT,Querétaro,1,2.0,7,Querétaro,Querétaro,IIT,false,false,false,2.0,202013,202313,TEC B
ESC,Aguascalientes,1,3.0,7,Aguascalientes,Aguascalientes,ESC,false,false,false,3.0,202013,202313,NO TEC A
ICT,Chihuahua,1,1.0,7,Chihuahua,Chihuahua,ICT,false,false,false,1.0,202013,202313,TEC B
ICI,Morelia,1,1.0,7,Morelia,Morelia,ICI,false,false,false,1.0,202013,202313,NO TEC A
AMC,Estado de México,1,10.0,7,Estado de México,Estado de México,AMC,false,false,false,10.0,202013,202313,TEC A+
AMC,Estado de México,1,13.0,7,Estado de México,Estado de México,AMC,false,false,false,13.0,202013,202313,NO TEC A+
ICT,Puebla,1,5.0,7,Puebla,Puebla,ICT,false,false,false,5.0,202013,202313,TEC A+
IIT,Irapuato,1,2.0,7,Irapuato,Irapuato,IIT,false,false,false,2.0,202013,202313,TEC A
ICT,Chihuahua,1,4.0,7,Chihuahua,Chihuahua,ICT,false,false,false,4.0,202013,202313,NO TEC A+
SLD,Guadalajara,1,21.0,7,Guadalajara,Guadalajara,SLD,false,false,false,21.0,202013,202313,TEC A
IBQ,Aguascalientes,1,1.0,7,Aguascalientes,Aguascalientes,IBQ,false,false,false,1.0,202013,202313,NO TEC A+
NEG,Guadalajara,1,14.0,7,Guadalajara,Guadalajara,NEG,false,false,false,14.0,202013,202313,TEC B
ESC,Sonora Norte,1,26.0,7,Sonora Norte,Sonora Norte,ESC,false,false,false,26.0,202013,202313,NO TEC A+
ICI,Hidalgo,1,5.0,7,Hidalgo,Hidalgo,ICI,false,false,false,5.0,202013,202313,TEC A
ICI,Guadalajara,1,1.0,7,Guadalajara,Guadalajara,ICI,false,false,false,1.0,202013,202313,NO TEC A
IBQ,Irapuato,1,2.0,7,Irapuato,Irapuato,IBQ,false,false,false,2.0,202013,202313,TEC A+
ICI,Chihuahua,1,4.0,7,Chihuahua,Chihuahua,ICI,false,false,false,4.0,202013,202313,TEC A+
CIS,Guadalajara,1,16.0,7,Guadalajara,Guadalajara,CIS,false,false,false,16.0,202013,202313,NO TEC A+
ESC,Puebla,1,29.0,7,Puebla,Puebla,ESC,false,false,false,29.0,202013,202313,NO TEC A+
NEG,San Luis Potosí,1,14.0,7,San Luis Potosí,San Luis Potosí,NEG,false,false,false,14.0,202013,202313,TEC B
ICT,Ciudad Juárez,1,1.0,7,Ciudad Juárez,Ciudad Juárez,ICT,false,false,false,1.0,202013,202313,TEC A
ESC,Laguna,1,4.0,7,Laguna,Laguna,ESC,false,false,false,4.0,202013,202313,NO TEC A+
NEG,Ciudad Obregón,1,1.0,7,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,1.0,202013,202313,TEC B
SLD,Ciudad de México,1,36.0,7,Ciudad de México,Ciudad de México,SLD,false,false,false,36.0,202013,202313,TEC A+
IIT,Tampico,1,1.0,7,Tampico,Tampico,IIT,false,false,false,1.0,202013,202313,TEC B
ESC,Hidalgo,1,7.0,7,Hidalgo,Hidalgo,ESC,false,false,false,7.0,202013,202313,TEC A+
ESC,Hidalgo,1,8.0,7,Hidalgo,Hidalgo,ESC,false,false,false,8.0,202013,202313,TEC A
IIT,Querétaro,1,28.0,7,Querétaro,Querétaro,IIT,false,false,false,28.0,202013,202313,TEC A+
